univ	ut	au	tu_au	lumc_au	leiden_au
leiden univ	000374438500007	7	0	0	1
tu delft	000377585100001	3	1	0	0
leiden univ	000354142700262	7	0	0	5
leiden univ	000285272600028	4	0	0	4
leiden univ	000208702602307	10	0	0	1
leiden univ	000261206500004	3	0	0	3
leiden univ	000280650200006	6	0	0	2
tu delft	000343118500032	5	3	0	0
leiden univ	000291302500023	1	0	0	1
leiden univ	000308367200005	3	0	0	3
leiden univ	000320953100001	5	0	0	1
tu delft	000324715200011	3	2	0	0
leiden univ	000360083600018	13	0	0	1
leiden univ	000361205102328	8	0	0	1
tu delft	000379374300003	3	2	0	0
leiden univ	000392409500007	11	0	0	3
leiden univ	000416545200064	4	0	0	4
leiden univ	000269423600006	11	0	0	7
tu delft	000362603500025	4	1	0	0
tu delft	000261801800015	2	2	0	0
leiden univ	000285230100020	1	0	0	1
leiden univ	000346839900006	8	0	0	4
leiden univ	000291063300009	3	0	0	2
leiden univ	000360100700037	10	0	0	2
tu delft	000293419700031	7	4	0	0
leiden univ	000292850300009	4	0	0	4
leiden univ	000252821200051	5	0	0	1
tu delft	000373647500021	5	4	0	0
lumc	000411824100581	9	0	0	7
leiden univ	000264797000059	8	0	0	5
leiden univ	000299319100021	13	0	0	4
leiden univ	000301318900005	3	0	0	3
leiden univ	000208702503789	6	0	0	5
leiden univ	000410864800036	11	0	0	2
leiden univ	000390600900029	5	0	0	5
tu delft	000341858300005	4	1	0	0
leiden univ	000326060900079	2	0	0	2
leiden univ	000306548500007	7	1	0	6
lumc	000271831500231	8	0	0	8
leiden univ	000316989200006	3	0	0	2
leiden univ	000349673100010	29	0	0	1
leiden univ	000316950500012	5	0	0	1
tu delft	000264993200051	4	4	0	0
tu delft	000364973000007	5	2	0	0
tu delft	000334133900014	2	2	0	0
leiden univ	000299953400019	7	0	0	7
leiden univ	000319032800005	16	0	0	14
tu delft	000257954400006	4	1	0	0
tu delft	000290448700003	4	3	0	0
leiden univ	000381356200001	9	0	0	4
leiden univ	000373864300011	3	0	0	0
leiden univ	000273947100003	2	0	0	1
leiden univ	000318345200008	12	0	0	2
tu delft	000346548000012	1	1	0	0
leiden univ	000304279300006	2	0	0	2
leiden univ	000286461800004	2	0	0	2
leiden univ	000269376000005	7	0	0	3
leiden univ	000279123600002	3	0	0	2
leiden univ	000357486400002	6	0	0	1
leiden univ	000383775300003	6	0	0	1
leiden univ	000264648000015	2	0	0	1
leiden univ	000295168100036	7	0	0	1
leiden univ	000392986200001	2	0	0	2
leiden univ	000416117700021	5	0	0	4
leiden univ	000383514900014	4	0	0	3
tu delft	000319443900019	4	4	0	0
tu delft	000257447600006	1	0	0	0
leiden univ	000358617000003	11	0	0	1
leiden univ	000357419000001	7	0	0	5
leiden univ	000338717500010	17	0	0	1
tu delft	000278325200005	3	3	0	0
leiden univ	000354497400001	2	0	0	1
leiden univ	000395491300001	25	0	0	9
leiden univ	000391080100030	4	0	0	0
tu delft	000367410300003	6	1	0	0
tu delft	000369059500014	2	2	0	0
leiden univ	000380140400017	4	1	0	3
leiden univ	000302353800007	4	0	0	2
leiden univ	000360827800076	20	0	0	4
leiden univ	000314869900012	4	0	0	2
leiden univ	000401233700007	6	0	0	5
leiden univ	000417434300007	9	0	0	6
leiden univ	000310487800015	6	0	0	1
leiden univ	000324544600001	4	0	1	0
leiden univ	000360250400006	2	0	0	2
leiden univ	000375799500004	8	0	0	2
lumc	000356426905487	8	0	0	8
tu delft	000261804000017	4	3	0	0
tu delft	000285547100013	2	1	0	0
tu delft	000377880100009	6	3	0	0
leiden univ	000256538100007	14	0	0	1
leiden univ	000361615000002	2	0	0	0
leiden univ	000256278300002	4	0	0	4
leiden univ	000323641600008	1	0	0	1
leiden univ	000399874800069	12	1	0	11
leiden univ	000279106900024	6	0	0	1
leiden univ	000273493900026	9	0	0	8
leiden univ	000277691600010	6	0	0	6
leiden univ	000369513600058	10	0	0	4
tu delft	000282727300057	3	3	0	0
leiden univ	000337231300557	8	0	0	1
tu delft	000265190000005	6	1	0	0
leiden univ	000283452900538	11	0	0	7
leiden univ	000367510300041	8	0	0	0
leiden univ	000365654000001	4	0	0	2
leiden univ	000282525900013	9	0	0	4
leiden univ	000286421700014	1	0	0	1
leiden univ	000299202200011	8	0	0	6
leiden univ	000417340400022	7	0	0	5
leiden univ	000277356600030	14	0	0	4
leiden univ	000257506700083	9	0	0	7
tu delft	000325205000015	9	1	0	0
leiden univ	000215799101418	9	0	0	1
tu delft	000340519200027	10	1	0	0
leiden univ	000372386800007	3	0	0	1
leiden univ	000363013202363	8	0	0	3
leiden univ	000325559700008	5	0	0	5
leiden univ	000287375500007	8	0	0	1
leiden univ	000325525600039	42	0	0	7
lumc	000397099100014	15	0	0	1
leiden univ	000331383100008	5	0	0	3
leiden univ	000295550300012	8	0	0	8
tu delft	000319215700023	3	1	0	0
leiden univ	000345301000018	4	0	0	1
leiden univ	000411512100019	4	0	0	4
tu delft	000323106500030	1	1	0	0
leiden univ	000264612800009	5	0	0	4
tu delft	000345181900003	2	1	0	0
leiden univ	000388978400876	14	0	0	2
leiden univ	000343239500003	7	0	0	1
leiden univ	000208539400650	3	0	0	3
leiden univ	000277611301244	6	0	0	5
leiden univ	000279051100012	20	0	0	2
lumc	000302326700874	5	0	0	3
leiden univ	000278485700048	2	0	0	2
leiden univ	000297621501425	11	0	0	2
leiden univ	000394210601034	8	0	0	4
leiden univ	000390019300011	16	0	0	2
leiden univ	000370124201195	6	0	0	2
tu delft	000282246600020	6	5	0	0
leiden univ	000291258300028	2	0	0	0
leiden univ	000306111800042	2	0	0	2
leiden univ	000379840900054	9	0	0	1
leiden univ	000295444700008	4	0	0	1
tu delft	000341192900013	6	1	0	0
leiden univ	000339651000010	7	0	0	0
leiden univ	000327847200077	13	0	0	2
leiden univ	000412961500424	19	0	0	3
leiden univ	000367884600053	10	0	0	2
leiden univ	000363725900010	3	0	0	3
tu delft	000328612800075	3	1	0	0
tu delft	000395330300019	6	3	0	0
leiden univ	000296762800022	3	0	0	3
leiden univ	000300973000021	13	0	0	2
leiden univ	000345776200022	7	0	0	3
leiden univ	000294369800008	3	0	0	0
tu delft	000258218300016	4	2	0	0
leiden univ	000283762600137	10	0	0	2
leiden univ	000340585000006	3	0	0	2
tu delft	000349465800001	3	1	0	0
leiden univ	000296394100041	9	0	0	2
leiden univ	000368000400001	8	0	0	2
tu delft	000381728300009	6	5	0	0
leiden univ	000261894000034	12	0	0	2
tu delft	000348373200002	3	1	0	1
tu delft	000324885400017	3	1	0	0
leiden univ	000360017500007	23	0	0	2
lumc	000391802400227	9	0	0	4
leiden univ	000209846401451	3	0	0	3
tu delft	000267065100005	7	4	0	0
leiden univ	000325804300041	77	0	0	8
leiden univ	000343363000026	1	0	0	1
leiden univ	000282086800103	7	0	0	1
tu delft	000404657500008	3	3	0	0
leiden univ	000308012405171	7	0	0	1
leiden univ	000298889900502	15	0	0	2
leiden univ	000304441600012	6	0	0	1
leiden univ	000304194200029	23	0	0	1
leiden univ	000382350400027	10	0	0	2
leiden univ	000331901200009	6	0	0	5
tu delft	000394152400011	2	2	0	0
leiden univ	000320322400047	9	0	0	8
lumc	000309748304048	7	0	0	5
leiden univ	000208733101331	5	0	0	5
tu delft	000295666900002	5	3	0	0
tu delft	000306776400006	3	2	0	0
leiden univ	000382352600035	10	0	0	1
tu delft	000384023200009	6	5	0	0
leiden univ	000274448100004	4	0	0	4
leiden univ	000346056600013	5	0	0	4
leiden univ	000312883800005	7	0	0	7
leiden univ	000411824104249	18	0	0	1
leiden univ	000415045300133	4	0	0	0
leiden univ	000359420200001	2	0	0	1
lumc	000361247200085	17	0	0	1
leiden univ	000382316200011	7	0	0	7
leiden univ	000261145000004	1	0	0	1
lumc	000208885004104	9	0	1	7
leiden univ	000254359200150	1	0	0	1
tu delft	000316583200005	4	4	0	0
tu delft	000305966100006	3	2	0	0
leiden univ	000382276500012	3	0	0	1
leiden univ	000401578500007	1	0	0	1
leiden univ	000257609400009	3	0	0	3
leiden univ	000268665900008	14	0	0	1
leiden univ	000269009900073	6	0	0	3
tu delft	000299462800007	9	4	0	0
leiden univ	000397303500021	3	0	0	0
leiden univ	000292329100033	14	0	0	1
leiden univ	000320907600006	5	0	0	1
leiden univ	000342761500049	10	0	0	2
tu delft	000347020800014	3	1	0	0
leiden univ	000296753100014	9	0	0	3
leiden univ	000272773600005	4	0	0	4
tu delft	000324765400002	3	3	0	0
leiden univ	000284160000001	5	0	0	1
leiden univ	000303006500006	11	0	0	1
tu delft	000306763800002	1	1	0	0
leiden univ	000371255201005	3	0	0	3
leiden univ	000400566700014	5	0	0	5
leiden univ	000359884600022	13	0	0	4
tu delft	000300425300013	4	4	0	0
leiden univ	000284458700014	11	0	0	5
leiden univ	000313645300005	2	0	0	1
leiden univ	000252209100012	10	0	0	10
leiden univ	000344566400002	9	0	0	7
tu delft	000417266000013	4	2	0	0
leiden univ	000383927800048	12	0	0	8
leiden univ	000314049602353	12	0	0	3
leiden univ	000316808400009	8	0	0	8
leiden univ	000385832200010	259	0	0	1
leiden univ	000263076900001	4	0	0	1
leiden univ	000271428600023	10	0	0	4
tu delft	000316075700019	7	1	0	0
tu delft	000295731000021	4	2	0	0
tu delft	000301507700015	3	3	0	0
leiden univ	000263063000012	5	0	0	2
leiden univ	000368714800003	6	4	0	0
leiden univ	000266896400012	3	0	0	3
leiden univ	000339661500006	3	0	0	1
leiden univ	000367270500018	8	0	0	8
tu delft	000408356600032	6	6	0	0
tu delft	000348587500002	6	2	0	0
tu delft	000393937900066	4	1	0	0
leiden univ	000360259500008	15	0	0	4
tu delft	000290643700004	2	1	0	0
tu delft	000282458200001	1	1	0	0
tu delft	000276087800029	3	3	0	0
lumc	000209585700001	4	0	0	3
leiden univ	000344794500017	6	4	0	2
leiden univ	000281377100015	6	0	0	6
leiden univ	000289722700008	19	0	0	5
leiden univ	000341377700105	4	0	0	1
leiden univ	000328260900012	11	0	0	2
leiden univ	000277776900011	11	0	0	1
leiden univ	000360851100031	23	0	0	2
tu delft	000321147500004	5	5	0	0
leiden univ	000408783600005	4	0	0	4
tu delft	000301877700032	2	2	0	0
lumc	000321735000020	12	0	0	2
leiden univ	000253041100009	7	0	0	2
leiden univ	000380574100051	8	0	0	8
tu delft	000392688700011	12	1	0	0
leiden univ	000256977600011	10	0	0	7
leiden univ	000278148400066	2	0	0	2
leiden univ	000295761000011	6	0	0	5
leiden univ	000262479300015	7	0	0	1
tu delft	000268118300004	6	6	0	0
leiden univ	000266034600002	4	0	0	1
leiden univ	000389529800022	5	0	0	2
tu delft	000348951300002	4	1	0	0
leiden univ	000208885002016	9	0	0	1
leiden univ	000280220600027	21	0	0	3
tu delft	000390516100001	3	3	0	0
leiden univ	000354371200040	6	0	0	2
leiden univ	000295617500014	12	0	0	11
tu delft	000412284900001	10	2	0	0
leiden univ	000208702502666	7	0	1	3
leiden univ	000355921800022	7	0	0	7
leiden univ	000418250800039	9	0	0	6
tu delft	000299331300011	3	1	0	0
tu delft	000413322300016	3	1	0	0
tu delft	000254121300002	4	3	0	0
leiden univ	000317661000027	5	0	0	1
tu delft	000321001000029	3	1	0	0
leiden univ	000402310800016	6	0	0	1
tu delft	000343841400007	3	3	0	0
tu delft	000402134300010	4	4	0	0
leiden univ	000271824100073	6	0	0	5
tu delft	000399646000007	4	0	0	0
leiden univ	000336874600013	3	1	0	2
leiden univ	000339425000018	6	0	0	6
tu delft	000261750500002	5	5	0	0
leiden univ	000373894200003	4	0	0	4
leiden univ	000323149900004	1	0	0	1
leiden univ	000208702500319	8	0	0	1
leiden univ	000360827800060	2	0	0	2
tu delft	000287142900018	11	2	0	0
leiden univ	000352907000008	3	0	0	3
leiden univ	000257325000036	11	0	0	5
leiden univ	000208863800088	4	0	0	3
lumc	000354827400012	12	0	0	3
leiden univ	000321461200023	13	0	0	1
leiden univ	000354145700027	6	0	0	2
tu delft	000265355100009	1	1	0	0
tu delft	000348348700002	4	1	0	0
leiden univ	000354559400148	6	0	0	3
tu delft	000348841900227	6	3	0	0
leiden univ	000254175900015	5	0	0	4
leiden univ	000339893200079	5	0	0	1
tu delft	000302343400038	10	5	0	0
leiden univ	000402143000013	6	0	0	5
tu delft	000341551700018	4	3	0	0
leiden univ	000266585900013	6	0	0	6
leiden univ	000292981600003	9	0	0	2
tu delft	000270740000005	9	2	0	0
leiden univ	000368453700017	7	0	0	4
leiden univ	000334446300004	9	0	0	9
leiden univ	000281559300007	6	0	0	5
lumc	000348826000007	1	0	1	0
tu delft	000366326800011	5	5	0	0
tu delft	000349161100071	7	1	0	0
leiden univ	000372745400002	1	0	0	1
leiden univ	000413765800063	8	0	0	3
leiden univ	000329488000027	9	0	1	6
leiden univ	000263935800011	1	0	0	1
leiden univ	000374226300020	7	0	0	2
tu delft	000290197900001	4	1	0	0
leiden univ	000305397200001	11	0	0	3
tu delft	000297585600046	4	3	0	0
leiden univ	000269392800701	9	0	0	8
leiden univ	000305357200007	6	0	0	1
tu delft	000264362400017	6	2	0	0
leiden univ	000274328200020	6	0	0	3
tu delft	000354624000007	5	1	0	0
leiden univ	000293027100016	152	0	0	5
leiden univ	000345219300101	8	0	0	2
leiden univ	000319228100096	8	0	0	1
leiden univ	000330422000004	5	0	0	5
leiden univ	000358139100001	3	0	0	3
tu delft	000351466000041	3	1	0	0
leiden univ	000406281300005	15	0	0	1
leiden univ	000294436700005	1	0	0	1
leiden univ	000290701400003	2	0	0	2
leiden univ	000407739700004	7	0	0	5
leiden univ	000297859100007	5	0	0	3
leiden univ	000208574300004	1	0	0	1
tu delft	000364040300007	5	1	0	0
leiden univ	000334012100049	6	0	0	1
leiden univ	000322613800559	5	0	0	3
leiden univ	000254561000014	2	1	0	1
leiden univ	000413181401497	9	0	0	7
tu delft	000373123300007	6	3	0	0
tu delft	000362562200029	5	1	0	0
leiden univ	000383516700015	2	0	0	0
leiden univ	000390584800005	6	0	0	4
tu delft	000372098700004	3	1	0	0
leiden univ	000296513200003	7	0	0	7
tu delft	000340338200006	7	6	0	1
leiden univ	000363421700002	14	0	0	1
leiden univ	000260057100003	1	0	0	1
tu delft	000344240100031	5	1	0	0
leiden univ	000299597100291	13	0	0	0
tu delft	000358496300034	3	1	0	0
leiden univ	000279118900002	4	0	0	2
tu delft	000288773900030	3	2	0	0
leiden univ	000337914300029	13	0	0	5
tu delft	000278504300022	5	1	0	0
tu delft	000292102400003	4	4	0	0
leiden univ	000416501100017	4	0	0	2
leiden univ	000379504500006	11	0	0	6
leiden univ	000352922000025	3	0	0	0
tu delft	000208599800012	2	2	0	0
leiden univ	000361470503280	3	0	0	3
leiden univ	000358817400003	10	0	0	4
leiden univ	000329092600184	5	0	0	2
leiden univ	000388820700004	34	0	0	1
leiden univ	000311183500008	8	0	0	6
leiden univ	000262104500269	6	0	0	1
leiden univ	000393646300050	5	0	0	2
tu delft	000332210900001	4	4	0	0
tu delft	000299610500019	3	3	0	0
tu delft	000268723800023	3	3	0	0
tu delft	000333982800006	3	1	0	0
leiden univ	000305889000004	9	0	0	2
tu delft	000383275000017	3	3	0	0
tu delft	000308280400004	4	3	0	0
leiden univ	000301704800023	1	0	0	1
leiden univ	000392945700004	7	0	0	7
leiden univ	000318275000023	2	0	0	1
lumc	000397332900425	9	0	0	2
tu delft	000413971100002	2	1	0	0
leiden univ	000294764900017	2	0	0	1
leiden univ	000336256100028	7	0	0	7
leiden univ	000357683600027	19	0	0	16
leiden univ	000281562100014	4	0	0	4
lumc	000379404502201	5	0	0	0
leiden univ	000314178500002	5	0	2	3
tu delft	000336876500027	5	3	0	0
tu delft	000296984700012	3	1	0	0
leiden univ	000279197600004	6	0	0	4
tu delft	000314707700059	3	1	0	1
tu delft	000288570600092	5	2	0	0
leiden univ	000288095400001	44	0	0	2
leiden univ	000391911100007	39	0	0	4
tu delft	000377316600009	5	1	0	0
tu delft	000356981100014	3	3	0	0
tu delft	000382595600037	4	4	0	0
leiden univ	000403097600006	16	0	0	2
leiden univ	000346544800017	1	0	0	0
leiden univ	000382995300001	11	1	0	3
leiden univ	000296576500004	3	0	0	1
leiden univ	000381741300010	11	0	0	2
tu delft	000283652800002	1	1	0	0
leiden univ	000289166700024	4	0	0	4
leiden univ	000378413000006	36	0	0	7
lumc	000258225200005	10	0	0	1
leiden univ	000257797700102	1	0	0	1
leiden univ	000327442105338	4	0	0	4
tu delft	000403536800008	6	4	0	1
leiden univ	000342739100015	7	0	0	1
tu delft	000286118000006	4	4	0	0
leiden univ	000258951100016	8	0	0	7
leiden univ	000258752600002	10	0	0	10
leiden univ	000281955900017	12	0	0	2
leiden univ	000347358600005	10	0	0	5
leiden univ	000371990100004	67	0	0	2
leiden univ	000343027400019	5	0	0	2
tu delft	000261934700006	1	1	0	0
tu delft	000388152700002	4	3	0	0
tu delft	000366930200005	7	1	0	0
leiden univ	000322578600017	12	0	0	10
leiden univ	000253820100018	1	0	0	1
leiden univ	000337318900001	4	0	0	4
leiden univ	000279375200007	11	0	0	1
leiden univ	000349962400034	11	0	0	11
tu delft	000265838000001	2	1	0	0
leiden univ	000367491500024	9	0	0	3
leiden univ	000376473600012	4	0	0	3
leiden univ	000356426902301	4	0	0	3
tu delft	000338706800037	6	6	0	0
leiden univ	000307771100003	12	0	0	6
leiden univ	000373744800006	5	0	0	1
leiden univ	000290515100006	3	0	0	1
leiden univ	000274334400006	2	0	0	2
leiden univ	000314705800005	10	0	0	6
leiden univ	000337000401638	2	0	0	2
leiden univ	000334817000009	1	0	0	1
leiden univ	000302423000003	8	0	0	4
tu delft	000307838700001	8	2	0	0
leiden univ	000335736700009	12	0	0	2
tu delft	000258448100039	6	1	0	0
tu delft	000258658400003	4	2	0	0
tu delft	000378072700001	5	5	0	0
leiden univ	000259025900036	7	0	0	4
leiden univ	000410741800007	5	0	0	1
tu delft	000411186503423	9	1	0	0
leiden univ	000284968400025	12	0	0	4
leiden univ	000314437700002	10	0	0	6
tu delft	000413499000008	7	1	0	0
leiden univ	000366438500008	4	0	0	4
leiden univ	000288589100004	5	0	0	1
leiden univ	000267685800013	5	0	0	5
tu delft	000348961600009	4	1	0	0
tu delft	000301965100008	2	2	0	0
tu delft	000260357700010	8	7	0	0
leiden univ	000208702606387	6	0	0	2
tu delft	000331941300012	8	1	0	0
tu delft	000379834800005	4	3	0	0
leiden univ	000397240900043	14	0	0	13
leiden univ	000287343600014	1	0	0	1
leiden univ	000373756800023	9	0	0	0
leiden univ	000357166900002	25	0	0	3
leiden univ	000285210200024	6	0	0	6
tu delft	000296455500009	7	1	0	0
tu delft	000314347300005	1	1	0	0
leiden univ	000392894500003	1	0	0	1
leiden univ	000358333500008	10	0	0	1
leiden univ	000343001302137	10	0	0	2
tu delft	000261542900002	5	5	0	0
leiden univ	000284456000001	1	0	0	1
tu delft	000273628800007	4	1	0	0
leiden univ	000363867900015	5	0	0	2
tu delft	000418916500010	3	0	0	0
leiden univ	000281619300008	3	0	0	2
tu delft	000266287000004	4	1	0	0
leiden univ	000321069600008	8	0	0	7
leiden univ	000272629100003	8	0	0	2
lumc	000364400500003	5	0	0	3
leiden univ	000305275100029	1	0	0	1
leiden univ	000393539600054	14	0	0	1
lumc	000346919802227	8	0	0	6
leiden univ	000414472400010	8	0	0	5
leiden univ	000256871400001	4	0	0	1
leiden univ	000276960500007	2	0	0	2
leiden univ	000343750300003	3	0	0	3
leiden univ	000309189106074	6	0	0	6
lumc	000302487900086	10	0	0	1
leiden univ	000382099600003	2	0	0	2
leiden univ	000278246000047	14	0	0	2
leiden univ	000278091000001	2	0	0	1
tu delft	000336740700003	4	1	0	0
tu delft	000358249600029	33	1	0	0
leiden univ	000279194900042	3	0	0	1
leiden univ	000208870100110	6	0	0	2
tu delft	000347263700034	8	1	0	0
leiden univ	000337851300001	1	0	0	1
leiden univ	000416022400026	2	0	0	2
leiden univ	000332198500008	3	0	0	1
leiden univ	000303499800139	13	0	0	8
leiden univ	000347768400027	7	0	0	1
leiden univ	000260707900012	6	0	0	2
tu delft	000358171900018	3	3	0	0
tu delft	000342355400027	10	1	0	0
leiden univ	000258319000004	4	0	0	1
leiden univ	000398674100010	6	0	0	1
leiden univ	000274232700002	2	0	0	2
leiden univ	000326375300003	1	0	0	1
leiden univ	000296079700003	6	0	0	1
tu delft	000401049100010	5	5	0	0
tu delft	000278356400002	4	2	0	0
leiden univ	000253480900020	6	0	0	3
leiden univ	000315177200003	6	0	0	2
leiden univ	000286789200017	11	0	0	10
leiden univ	000288028600023	13	0	0	12
tu delft	000291656400009	3	2	0	0
leiden univ	000260521100016	5	0	0	3
leiden univ	000407437200001	1	0	0	1
tu delft	000368604500007	9	2	0	0
leiden univ	000294528900003	5	0	0	1
leiden univ	000390749605817	14	0	0	2
lumc	000215799101551	6	0	0	3
leiden univ	000319392600018	3	0	0	3
leiden univ	000374257900011	19	0	3	8
tu delft	000263425500002	2	1	0	0
leiden univ	000325827300002	7	0	0	7
tu delft	000398858800023	8	4	0	0
tu delft	000376441700004	4	4	0	0
lumc	000321384900026	12	1	0	11
leiden univ	000357874700010	2	0	0	2
leiden univ	000270014400022	7	1	0	0
leiden univ	000412231200048	7	0	0	0
tu delft	000280031000010	3	1	0	0
leiden univ	000333571800006	2	0	0	1
leiden univ	000274132300009	1	0	0	1
leiden univ	000274762200002	7	0	0	1
tu delft	000274385800004	3	2	0	0
leiden univ	000295955900296	12	0	0	7
lumc	000314660100016	29	0	0	3
leiden univ	000254260500007	4	0	0	1
tu delft	000278281100019	1	1	0	0
leiden univ	000306597200074	27	0	0	2
leiden univ	000411968300024	14	0	0	3
tu delft	000278003700066	6	1	0	0
tu delft	000362890500004	2	1	0	0
leiden univ	000331291700146	2	0	0	1
leiden univ	000287847400011	10	0	0	1
leiden univ	000332494400025	8	0	0	1
leiden univ	000308394400102	18	0	0	1
tu delft	000331017800004	3	3	0	0
lumc	000209457600036	8	0	0	0
leiden univ	000326592000007	3	0	0	2
leiden univ	000325434500023	11	0	0	1
leiden univ	000371274400054	17	0	0	1
leiden univ	000330536500001	8	0	0	3
leiden univ	000387138100003	8	0	0	3
leiden univ	000284273800004	26	0	0	1
leiden univ	000301090100080	10	0	0	1
leiden univ	000317933300003	6	0	0	1
leiden univ	000320314800003	6	0	0	1
leiden univ	000257622200019	13	0	0	1
