12100688	30891085
14485170	19882354
8014871	47814375
43353706	8014871
43383961	29132348
19311742	8014871
27770935	33642640
48726014	12100688
43383961	12100688
8014871	23254357
48066140	19122405
46044303	30891085
43204348	46268944
34982892	19882354
31484037	17709220
6194746	36230764
33326481	19195734
14485170	34982892
7598474	48726014
43353706	34348001
12100688	47814375
6557623	20915160
20478332	8014871
12100688	19882354
34982892	46602081
17977947	8014871
36230764	23254357
30891085	27770935
36230764	47814375
48726014	7598474
42103349	33326481
34348001	12100688
43581697	19311742
7847213	46602081
35386223	19122405
7847213	34982892
43353706	14827273
43581697	8014871
10365531	19311742
12100688	34982892
31484037	33642640
7847213	35386223
47814375	6194746
16010940	31484037
12100688	46602081
47814375	36230764
7598474	46790804
25706166	7847213
7847213	19882354
17687800	7847213
34348001	43353706
25706166	12100688
19882354	12100688
33642640	27770935
43353706	20478332
19311742	6194746
12100688	15646529
10365531	36230764
43848023	45300596
12100688	2479649
46602081	46790804
33326481	1296328
14485170	1010450
43848023	23121689
2479649	12100688
34982892	19122405
15646529	46602081
12100688	27770935
19311742	36230764
23254357	12100688
19195734	17835781
19122405	20915160
20915160	7847213
6194746	19311742
47814375	10365531
43848023	8014871
33642640	30891085
19122405	6557623
12100688	36230764
7847213	27770935
30891085	33642640
28482485	8014871
27770935	46602081
44904659	12100688
35386223	51085575
16010940	51085575
19122405	25588388
1010450	7847213
6194746	10365531
6557623	29132348
47814375	19311742
43581697	10365531
46602081	20915160
34982892	1010450
10365531	6194746
7847213	30891085
17835781	19195734
35386223	31484037
33642640	34982892
27770935	34982892
33642640	46602081
8014871	17977947
10591688	8014871
8014871	19311742
25706166	14485170
1010450	34982892
12100688	10365531
48066140	33642640
1010450	19882354
12100688	1010450
27770935	12100688
28482485	17977947
8014871	23121689
20915160	30891085
12100688	43383961
8014871	6194746
19882354	7847213
20915160	33642640
15646529	7598474
12100688	48066140
29132348	30891085
6557623	7847213
43383961	34982892
2479649	25706166
51085575	33642640
1296328	42103349
34982892	48066140
7847213	1010450
30891085	25706166
43848023	10038459
43581697	47814375
43581697	23254357
43383961	30891085
19122405	33642640
46790804	15646529
33642640	12100688
25588388	7847213
46602081	33642640
35386223	7847213
7847213	19122405
12100688	6194746
48066140	30891085
12100688	19122405
43383961	19882354
10038459	43848023
46790804	46602081
34982892	43383961
20915160	34982892
8014871	10365531
44904659	25706166
8014871	45300596
10365531	8014871
6194746	8014871
12100688	19311742
20915160	46602081
19122405	30891085
19311742	43581697
35386223	17687800
10591688	34348001
23121689	10038459
17835781	42103349
33642640	7847213
48066140	34982892
43383961	7847213
12100688	10591688
31484037	17687800
17709220	7847213
51085575	7847213
8014871	41462525
48066140	46602081
8014871	36230764
8014871	30802149
47814375	23254357
36230764	12100688
7847213	43383961
12100688	44904659
17687800	35386223
7847213	43204348
15646529	12100688
43204348	19195734
6194746	43581697
6557623	33642640
7847213	51085575
7847213	31484037
8014871	31029316
12100688	25706166
10365531	43581697
1296328	33326481
30891085	43383961
14827273	43353706
27770935	7847213
12100688	34348001
20915160	27770935
23121689	8014871
46602081	7847213
12100688	8014871
6557623	30891085
43353706	45300596
23121689	45300596
30891085	48066140
43204348	7847213
46268944	7847213
30891085	19122405
34982892	25706166
23254357	43581697
41462525	8014871
19122405	7847213
51085575	17709220
34982892	14485170
43383961	33642640
7847213	48066140
17835781	33326481
45300596	23121689
19195734	1296328
48066140	27770935
17977947	28482485
45300596	8014871
7847213	46268944
41462525	10038459
42103349	17835781
10591688	43353706
12100688	43581697
1296328	19195734
12100688	14485170
23254357	36230764
10038459	41462525
7847213	25706166
20915160	48066140
9756125	8014871
20915160	19122405
6557623	27770935
34348001	8014871
48066140	12100688
30891085	20915160
51085575	19122405
23121689	43848023
19122405	31484037
1010450	43383961
31484037	16010940
45300596	10038459
23254357	6194746
7513974	27770935
8014871	43581697
46602081	15646529
19882354	34982892
19195734	33326481
19311742	12100688
7847213	16010940
51085575	31484037
31484037	46268944
19122405	48066140
43848023	43353706
17687800	31484037
25706166	1010450
25706166	44904659
12100688	20915160
33642640	6557623
27770935	7513974
14485170	12100688
7847213	20915160
27770935	20915160
12100688	46790804
8014871	20478332
7847213	6557623
51085575	35386223
33642640	20915160
19122405	27770935
46602081	27770935
31029316	8014871
6557623	19122405
30802149	8014871
15646529	46790804
19882354	43383961
23254357	8014871
8014871	34348001
43204348	17835781
27770935	6557623
33642640	7513974
1010450	14485170
23254357	10365531
46268944	35386223
6194746	12100688
23254357	19311742
47814375	12100688
1010450	25706166
43383961	1010450
12100688	43353706
34074374	7847213
8014871	14827273
7598474	46602081
10365531	12100688
34982892	20915160
17835781	43204348
33642640	34074374
7847213	34074374
36230764	43581697
19122405	34982892
19882354	1010450
46602081	34982892
6557623	48066140
8014871	10591688
43581697	12100688
7598474	15646529
16010940	7847213
19122405	35386223
8014871	10038459
7847213	7513974
33326481	42103349
7847213	25588388
25706166	43383961
48066140	7847213
30891085	6557623
25588388	19122405
46602081	30891085
46602081	2479649
10591688	12100688
