to	from	weight
20159461	48557353	2
17354201	47955889	1
22422173	16183065	1
46333093	21864012	1
14456531	3185676	1
44496712	32361540	1
23572346	40570947	7
42315882	22122362	1
28214463	37751247	2
31374035	34672077	1
1368738	17614638	1
22977241	12655500	3
47391672	28604012	1
44968401	39905132	4
18912812	31677791	1
15584369	16053763	3
22682949	13684250	11
43230235	37116319	25
14884926	759402	2
26460079	39586412	3
27614608	351584	1
44522359	3178919	1
10672268	23965055	1
2469775	21908506	1
7921298	4118276	1
36806936	47448886	1
28682053	36438329	1
43204348	23485335	9
9282315	8662932	1
51565162	1487246	4
47160930	30128063	2
10095812	779196	1
41242951	21443770	1
5641040	25781368	9
27810395	32762940	1
45057745	3930469	4
29075388	23590578	1
43957156	16316739	4
966005	7965926	3
7965926	42562048	1
34415027	8662215	1
37074412	11797034	6
6111285	24663454	1
1298479	37508293	1
34918066	8239199	1
39131385	21243796	1
24445381	25443214	1
41202278	37320698	4
28740910	34445559	1
29003178	12587609	2
7097612	50061356	4
1920558	8951050	1
8758404	10474275	1
3258601	1423176	2
44338048	33108070	1
38104405	2851514	1
50472580	31664621	3
37610816	40361357	5
6746886	17684100	1
24173126	18692874	2
9208690	13724093	1
35327689	21908506	1
18999892	22721609	1
47537350	41897041	1
28468378	31641127	1
14467639	48344844	1
29168488	13020740	1
43077229	41689230	1
34714348	30819069	1
47890364	37282017	2
7739487	15851466	1
15375480	8216129	1
24644811	18766025	1
12093333	30611292	18
9704546	7553648	2
45978433	12001470	1
45089776	42761296	1
22443057	16663507	1
32599417	713475	1
4997791	10121684	1
14696334	38967719	1
351771	20753337	1
31101692	27421999	1
18683967	10454865	1
36276415	50472580	1
37176576	23034905	1
15360471	46889353	1
22134736	39453639	1
33156233	39586412	4
31425056	34890173	1
17187372	27784086	2
49961217	21836175	1
34194349	33800547	1
43658252	41492139	3
27341417	49804602	2
3178919	22195484	1
28666829	36044510	1
598018	28073247	1
26393362	51334300	1
13891528	42562048	1
30084098	22130966	1
34208046	9050671	1
13469816	48384427	3
27245175	36290654	1
31181459	49392368	1
9155250	45446438	6
41041437	24284991	6
9836925	16510044	1
1038258	28288210	2
46906222	51303176	1
20096149	13980863	1
35199268	34757221	1
612732	25588388	1
37490846	51070755	1
22299070	21880294	1
33112881	38344016	2
10784789	3529438	1
24343355	1191122	1
48616122	6076734	1
21908506	22433248	9
19195734	24869348	1
28662649	5295757	1
5819397	31675876	1
16091917	35321734	2
40558490	14843705	1
11437613	31693605	1
36022600	34817204	2
50936542	44749603	1
18046164	8646924	1
9583144	34294691	1
45384564	24644811	8
7962624	45205245	2
16728302	18857164	1
49960560	26733846	2
42123026	29404081	1
15212596	14893743	13
2996909	3438618	2
31449784	8242180	5
8324432	21558803	2
20507823	7965926	1
8331308	29402329	1
36806936	49303340	1
37694882	26371071	1
16930419	20793909	2
50472272	7969033	17
3975446	18853078	1
5026398	25445042	6
35461633	38231440	10
38275732	44068159	5
14419261	2295613	1
6484336	38645663	4
40046625	46612390	1
22220216	19293262	1
28472873	6822124	4
18311464	7847672	4
49421550	2581730	1
44797740	1736000	3
24002742	28726113	1
17977947	45446586	2
14680963	12979208	1
8501511	6899116	1
18836939	15759747	3
1879018	2996909	4
8955894	7553648	1
38967719	1804672	1
16441789	37811974	3
11516994	23045667	1
36033227	18738031	1
21627007	21558751	4
35199104	43905518	1
6408313	12442730	4
26301827	39688887	1
35827574	16508436	1
14187840	31029232	1
45978433	40046964	2
39838345	39689815	1
50472580	47160930	5
40760813	44563855	11
9573802	10292346	2
2469775	6111285	1
41842859	1604607	1
13469816	27505961	1
15159571	13296997	1
35339636	28074451	1
42016773	21935701	1
29987714	37116319	1
27639999	38305723	4
31855899	14941681	1
36856867	21908506	22
45531307	40307257	1
31237542	14600871	2
44254131	2816057	1
17832117	36326093	3
12151129	12862764	1
5410666	41672882	1
34858563	4024836	1
10857708	45054057	1
37335377	44089683	1
36228560	15930744	6
46451245	48084433	2
12387727	16183065	1
2938719	3975446	4
19147149	26587299	1
37607456	32787573	9
40687804	39048977	3
22415084	24034168	1
37282017	48843624	1
30128063	34578879	4
10857974	32101215	1
13484704	1783023	1
12685458	34817204	1
44770300	50061356	3
3987728	5377048	2
42270335	24233775	9
44522359	11516994	5
22845046	42016773	1
47990995	13469816	1
46790781	4161431	1
39807390	26854231	1
43130919	39331732	1
13512386	7161699	3
14270865	24809956	1
26136393	10435028	3
23863638	46612390	1
31887060	8491755	1
44032150	32496124	1
14154841	32778083	10
14779880	24644811	8
32527361	17549052	1
45534835	12169030	1
49086044	3474352	2
22905053	32046459	1
5641040	37937639	1
11078826	16918264	1
2174139	39503295	1
21530899	7939396	1
38763717	20156323	1
3056412	23965055	4
14776072	17127919	1
51565162	41343788	1
12979208	17187372	1
2282822	26854231	1
6552453	13194298	1
28468378	18453400	1
27233938	48843624	3
24809956	16930419	2
19417276	27853562	1
41571004	26907017	8
26041806	1879018	1
8180544	45717029	1
46379510	32679137	2
20500223	19082780	1
50472580	10231706	3
1266803	36290654	1
26985784	26694870	3
46019993	1407326	1
38401264	22298979	1
48931652	24005100	2
34420166	4012807	1
51566965	33483183	1
10979727	28627213	1
40663524	25542596	1
40771974	7739487	1
9040539	15971006	1
37833499	21558751	1
37712274	48384427	1
21645128	24575966	1
27628694	18857164	2
12355852	13794609	1
752821	24663545	1
23409125	4867079	2
20859835	22371030	8
47333021	1618441	1
40602974	8167987	1
48584251	31375060	1
19927677	8356001	2
1626609	12377560	1
33326481	38222341	3
22757744	46148595	1
15759647	8758650	1
963724	50659912	1
11461291	21691790	1
17684100	28144780	1
12639366	24110323	4
11110325	5895280	1
31887060	28875301	1
45974013	12391209	1
9007748	11853005	2
28310583	30657947	2
48503842	6279724	1
33800547	9108275	1
3503821	39331732	1
42249014	30084098	1
25443214	51507663	2
35199104	4722657	1
44015689	4615099	1
37032621	40687804	1
10693015	49910917	1
50850781	9037225	1
44015941	21717522	1
12892815	38483614	2
37546053	25727202	1
45744849	48001581	1
27305634	25092977	3
6194746	15930784	1
17159213	6889461	1
51339126	29202890	19
50854841	14779880	4
5483770	36270419	5
5819667	18234320	3
17175279	9752283	1
13692131	13712718	1
46790804	48726014	3
51339126	28509281	1
20802278	26873363	1
42759143	34108223	2
40945893	10193762	2
49392087	8481075	1
8064692	6759007	1
38692927	24868840	1
4099723	34184386	1
12512378	37909300	1
7969033	30801535	1
20156323	28437532	1
48377881	28561711	1
6796252	41934726	1
42328909	49797845	1
1450690	82274	1
6065082	51082991	2
25420529	7939396	4
51507663	26232630	1
23804850	20354105	2
47066903	17098936	3
11574586	50502462	1
16537206	15193316	1
20196856	32104985	2
26504667	13563946	1
41828708	37196020	1
49826123	8077965	1
21461984	48811338	1
20727742	10992597	2
11705299	40016359	1
17461947	36051981	4
4508960	26985784	2
49391538	3567062	2
8606670	936777	1
1791959	15591687	4
18193745	17424345	1
31213045	8202894	1
48131432	28074286	1
51273547	40887408	4
14348315	9410998	2
26587299	39563642	2
30297323	18939139	1
41360433	40940096	6
51070815	1891304	1
11199437	6746886	1
36438329	20924881	1
10121684	12682194	1
37298966	22243540	2
38763717	293815	1
1571702	31077247	1
23371005	12606032	3
10888075	4243737	1
23852013	36033227	3
31209765	8329513	3
2938719	12794321	1
26292898	31887060	2
3930469	37160479	3
41041437	17169856	1
6759007	8004926	3
46528489	44298855	1
14422866	41573502	2
21558751	1752142	1
32019028	22774516	1
5358204	11516994	1
37338039	4914648	1
7161699	13512386	3
19218995	28181413	3
6220523	2353618	1
43991273	9073299	2
21700594	11461291	1
20025657	7965926	5
22845046	17465457	2
33449014	27232618	1
41883317	16445104	2
13124145	13273116	2
47257771	47422282	1
20760547	16469381	2
7965926	8768669	11
8373509	24680271	2
44068159	23455795	1
42688079	3693641	1
50374223	34545353	1
40542983	39595475	3
40603035	8660969	8
14204340	45209008	2
22977241	31258159	3
37583750	2576965	1
29402331	17269582	1
51082991	6218047	2
33684696	33788660	2
51295256	41411450	1
12107290	41936365	2
37490846	38539073	2
5377048	34899724	1
16930419	33440320	1
20156323	28469491	1
13027159	22470418	3
752791	20742911	2
7553648	51339126	1
30192704	50472580	1
20677362	19307792	1
25483199	22298161	1
42294312	16226972	9
14750093	7665956	5
6746886	45057745	1
13705136	29003178	1
30872368	1527413	1
20915160	7513974	1
20110476	30084098	1
37583750	51078568	1
8786177	8137467	1
21406779	47157352	2
2059270	43230235	1
25378586	24405456	1
11487870	17105782	1
1756257	4099723	1
41846478	46913894	3
17639889	36270419	2
37391071	49994774	1
19087894	33666974	1
17159213	41612095	5
36025412	23391131	1
47288440	16090786	1
14456531	51586652	1
44255666	8740070	8
45785388	31181459	1
8356632	27965621	2
8974650	41871530	1
19007125	3743770	1
37964706	20507823	1
49495913	47041330	6
32967657	28145115	1
35985668	28937724	1
29132348	4783263	1
47871913	12442730	1
3812689	16961797	2
17830498	24681715	1
26834224	9836925	1
2542569	25609653	1
25225350	35603451	3
9557261	13246097	1
34793670	12459187	4
13273116	33374561	1
25443214	24445381	1
33584509	23965055	1
21009435	2978731	2
35363622	19224141	1
37078617	42081502	1
1023857	23350233	1
51090240	45940188	1
14627814	28079947	1
15402964	30084098	2
11102432	20095948	3
41864666	1964069	1
9963164	28181413	1
42252757	13658309	1
36210296	13837462	1
42716783	25724026	1
8955894	35867234	1
2543775	5790895	6
22371030	1791959	2
7404974	44755377	1
25706166	46602081	17
27965621	21009435	8
49133664	37953533	1
5895280	28177520	1
36276371	22076760	31
16182999	9657725	1
1947872	15022798	3
6759007	46604571	3
5326718	33326481	1
1791959	23045667	1
15306780	7649896	1
48254286	16441789	4
20887023	11801949	2
2341406	5377048	1
39595474	15217753	1
9039775	25119418	1
45723113	51251455	1
21039056	27125390	1
31484037	35386223	6
38140564	29402329	1
13765732	33108070	5
15174543	36402444	3
1791959	931635	1
24809956	49106558	1
49709315	29345127	12
11110297	9589006	2
1487246	39446613	1
50496063	14941681	1
7246940	28472873	1
11437613	5891340	3
2470056	49332887	3
40039147	5873159	1
24085898	14422866	1
1589375	28963155	1
48757922	31643671	1
27125390	17578693	2
45280554	30257523	1
656772	12249015	1
46603992	21386410	4
7513974	7847213	1
13613272	51111832	3
26729505	45138878	1
176533	6765415	1
46647431	21386410	1
6787474	14893743	1
27341417	27810395	7
13980498	11853005	1
13273116	47140790	2
31826353	24809956	1
31990531	32687497	1
16290424	25270235	3
10152707	22415084	3
45753621	39331732	3
21972158	11945569	3
31259881	2986008	1
41063558	31692691	1
936777	17070258	4
31859639	30430056	1
598018	9484585	1
47955889	12001470	1
44565654	341008	1
14665542	32853064	1
23355936	8924600	1
30499797	1300341	1
20435115	24575966	1
33827967	33538769	1
37762165	28145115	1
31375060	50472272	3
50497340	39540808	1
44174709	1739738	1
23965055	16983346	3
3057532	4508960	2
23045667	6822127	1
17461947	13296997	1
48275564	7603397	1
43397020	23648690	1
22123627	28007960	9
16930419	7965926	4
29226350	27301379	2
36225774	3994091	2
15591687	41492139	1
14941681	31855899	1
42646650	1589375	2
22803647	31484037	1
43024133	2491278	1
23590578	47225863	1
31066619	672110	1
45975246	18435501	1
2594904	30289356	1
38402156	25483199	1
28449014	39145488	1
7553648	37116319	2
3539827	40940415	2
43645248	2353618	4
37470748	28145115	3
3305197	40994916	3
37079901	28261181	2
23104634	51082991	2
17003946	17835781	2
22214336	8481075	1
16460091	25307973	1
7854486	4265816	1
33927699	22079594	1
779669	43912302	2
33483183	18769000	1
7485315	17832117	2
7965926	44524725	1
24413908	21404973	2
45026519	19043362	1
18692874	41874645	1
18284906	37320698	1
3057532	35968748	1
36010976	14999930	1
36872201	51167161	1
2791361	31085657	1
31222995	13794609	1
45914519	22783686	1
44254131	49884036	1
33367317	18939563	1
33440320	36033227	1
22445622	13110830	1
12206522	6650642	1
7965926	14986725	1
13684250	23568907	4
49859509	51421333	1
2946495	22107124	1
42761296	35461633	40
5368625	28648829	5
14154841	8270654	1
31035488	13765732	1
17971548	351584	1
42461035	45572174	3
24475400	15971006	1
17105782	12734636	1
31632585	35199104	2
19226682	6408313	2
13650011	12370133	2
293815	38184867	1
9959944	35174134	1
22866108	33887100	1
9050486	42067314	1
3959721	47041330	1
22849223	5927442	1
2012071	23448707	1
51234151	50839549	1
27684490	42294312	1
26587299	31408587	1
17684100	23626780	4
28421627	5790895	1
29969375	17187372	4
37665885	45284816	2
44755377	4706670	6
19871641	51249577	1
51339126	40866198	1
49133850	12329070	2
30967122	47955889	1
3006468	7513974	2
9816107	13407079	1
27341417	44990825	3
42452854	3836364	3
26274186	10361078	2
42375554	14886050	2
42646078	26530615	1
47413404	18284906	1
979453	26579391	1
22195484	10975147	1
50588735	48575466	1
26103497	17461947	2
413567	35393026	6
35283270	29328623	1
33575570	9155250	1
9816107	28829165	1
45138878	38123568	2
35393026	960263	3
50502462	4265816	4
19082780	40940096	1
2550488	27174187	1
44316746	19391288	1
28070564	46383227	1
7969033	30030582	3
31557594	31259881	1
28509281	32015605	1
1208441	375901	1
7969033	40940415	8
14941681	34075004	2
28866483	38063506	1
29325235	11961286	1
37074412	13426700	1
11995267	37433131	1
14025835	38390193	1
31259881	26718769	1
28744809	7969033	2
24150166	13541346	1
2149568	44698959	1
13773068	32708014	1
19224141	35934788	1
5641040	38275732	1
49322297	29132348	1
49679014	23626780	1
45889592	29182324	2
6835359	32588216	1
30514759	14156512	1
14154841	38703906	4
32046459	41573502	7
26907017	46539562	1
24086772	26041806	1
22130966	30084098	1
961156	11972142	1
6435502	31555571	1
11679120	26587299	2
41041437	22352426	1
26985784	44356633	1
6111285	24660626	3
7215578	14893743	1
32733041	45168202	2
31632585	16115052	1
49866329	21737493	1
37508293	1298479	1
27125390	49904430	4
44041213	37953533	4
133900	7145611	1
779669	10029735	1
12442730	48001581	1
48509158	24606429	1
29298128	20338518	1
1450690	77442	1
47978856	23467890	1
2581730	1204813	5
2744727	17899264	1
1534218	14589606	1
28468378	32733041	11
18193745	45932065	4
17832117	48589076	1
36290654	27245175	1
23123204	46566821	8
46790804	26098778	1
42212711	20787860	1
28241864	31913711	2
47178873	1519619	1
10748215	2149567	1
25825202	1668513	1
13765732	35985668	1
28908315	51357795	9
12130626	43991273	2
8042154	3567062	3
8606670	36508935	1
14886050	1928592	1
27978691	10036948	15
13407194	14776072	2
20106208	48135327	1
3987728	25716732	4
26579391	39107145	1
9258058	1274679	1
25722896	29281848	2
45932065	51179093	1
7594511	9064097	2
28073247	42688079	1
15330338	44477644	1
1053906	41382299	1
49885396	17279940	1
46148595	24474403	1
22415084	18184544	1
29054617	19997619	1
46864419	1721561	1
18435383	51272842	1
44299478	46355406	1
41289241	5610832	1
35383235	44563925	1
13948009	37953533	1
25812508	7553648	1
8266896	14941681	1
42012841	6722368	1
40314018	976222	1
18414744	40370653	1
13753295	18275985	1
41918777	46539562	1
16651075	13469816	6
19546260	25359548	2
12124082	41554854	4
43245101	5790895	1
1354337	47838292	2
43021897	8481075	2
2012887	43230235	3
37332192	48015738	1
42210417	12126219	1
27810395	5580658	5
31560601	37907642	2
30638807	13804210	1
24546616	23883184	1
38307169	28181413	3
1920558	42646650	4
43715108	42562048	1
16012660	50428737	1
8447901	51039109	1
38763717	33440320	1
48084433	18473715	2
2581730	51507663	3
39595474	15915945	2
51494054	28007960	1
6650642	29200679	2
41136578	38231440	8
17177285	42922171	1
11516994	30109452	5
13241595	42330290	2
32103857	43328035	5
5334670	9867200	1
34418279	28726113	1
19274616	44686806	2
39141749	14773850	3
44104076	33488423	1
44403352	3588099	3
45717029	50502462	3
25359548	30980087	5
24097587	17452215	1
26985784	26890258	5
18714385	15405165	1
38481653	31130137	1
12989999	30426846	1
17159213	34428502	1
26292898	26907017	13
48574792	4265816	1
33326481	17835781	1
51098540	15971006	2
32986714	16468670	1
23522193	47288421	4
25553328	18912812	1
19218995	9963164	1
32419429	26907017	1
47413404	30877998	2
24275562	21627007	3
34464951	38019649	1
7962624	2543775	7
5926274	3842836	3
34452634	28181413	1
48925234	4637352	3
47041330	31400609	8
46251330	10377372	1
23626780	13083114	1
1534218	1904543	1
6732714	7847672	4
8296843	17679050	1
18758441	33072551	1
18140648	5368625	1
18046164	532462	1
16105318	21880294	1
28644302	28144780	1
16930419	9051468	1
11851067	33988281	1
33043355	37448555	1
29965473	27258780	1
23123204	22417705	1
8167987	23852013	3
9901296	30084098	1
27139867	6210816	1
35014014	9035016	1
31259881	45753621	3
37079901	35199104	1
15759311	4001327	4
42742229	22134735	1
48725003	27239385	1
19129800	42174993	1
14941681	28663263	3
6065082	11853005	2
6702353	7433818	1
24592949	45932065	1
45138878	15438920	1
47015711	15971006	2
50664991	40046964	1
22757744	38271576	1
25187840	45788856	1
21908506	28073247	5
12130626	36051981	2
22807793	11148660	2
33130360	30960466	2
3380209	28205764	1
43204348	4429074	1
15915945	44524725	1
9718816	48984599	2
38400119	25546605	1
37079901	16999306	1
25378313	34521159	2
26335759	13935331	2
43905518	45057745	1
6408313	45284816	2
33416874	43230235	1
39060318	51577211	1
13650011	23907779	1
45572174	36717946	1
40016359	13735092	1
23965055	20538987	3
33072551	47580210	1
44972071	36872441	2
27853562	13724093	1
9008947	11215614	1
21774631	10325410	1
6227121	36535296	3
18184544	43094029	1
44463583	16000469	1
50396154	18031789	1
37398719	33827967	1
21558751	51580658	4
43991273	17461947	5
13753295	51339126	1
28040535	29384501	3
12442730	15500196	1
1028372	35358746	1
18046164	7545493	1
37750976	20435115	1
41060717	50839549	2
38399770	25483199	1
9657725	35968748	1
34211904	43639043	1
11110297	9056610	1
4877510	10136288	1
1100308	14893743	1
40328665	19984154	1
19167279	7917442	1
42635000	30819069	1
43520322	6124211	10
33112881	15177351	1
8329513	34137051	1
27631012	7921298	10
19106696	40511601	1
7433818	50373155	1
41842859	10679726	2
25749302	44538135	1
32600053	42876601	1
8740070	30011598	1
28726113	8951050	1
51082991	30092081	3
8969471	11586976	4
23289778	37599830	1
51339126	22414470	1
20073701	44147876	1
41821985	42826115	1
42124777	41828708	1
17880229	48609571	2
15306780	28073247	2
4706670	8660969	4
22685997	14966817	1
41998800	41918777	2
7134753	12093333	1
30499797	32853064	1
31692725	9589006	1
21717522	11110325	2
43170327	34793670	1
39704023	33453290	1
15193316	16537206	1
22856358	9574144	5
25483199	38390427	14
31213045	35203539	2
33916285	18060412	1
27770935	48066140	2
40957959	3015204	2
44039232	26907017	1
48413578	37479635	1
23095459	17952058	1
3977864	43230235	1
48809572	15858351	1
41201274	979453	1
29075388	4640420	1
13935331	26335759	2
45183111	4503708	1
2512795	43021898	1
4602163	32064052	1
13296997	47871913	1
28523306	30683220	1
44565654	19218995	1
18510211	36401092	1
32596127	33186153	1
29332810	35461633	1
17272520	18819086	1
26301827	47959823	1
7504402	23785892	1
7969033	11853005	19
8491741	28100213	3
45882265	40542983	2
4877510	34981419	1
13658309	21153162	1
7598474	48726014	3
42124777	18257024	2
19521885	51291470	1
29537729	24460600	1
32015605	21908506	4
8541554	16239737	3
22414470	37907642	3
41277657	6124208	2
49091690	49132976	1
38362368	26831077	1
3185678	7469855	1
17977947	43669428	6
38318370	35603451	3
8330734	2324021	2
26641029	47966089	2
14589606	13692131	1
34937133	38940899	1
2484205	598018	1
30034986	37116319	1
12679787	14696334	2
7739487	31643964	1
31945524	25270235	1
29202890	20742911	2
14412641	29917928	1
19106696	18999892	1
1478446	30611292	14
31826353	28007960	2
48691577	45323422	2
37815762	43574497	1
7917442	27961179	1
7847213	11840652	1
46542572	8599992	1
16508296	24809956	1
45209008	43972767	1
33072551	21811010	1
47041330	19195734	3
18939563	49735349	3
34757221	13048179	1
43581697	9040539	1
32360636	25706166	1
19734066	32103857	1
32320127	41669107	1
5437202	37146403	3
44147876	1618441	7
50472272	38529012	1
19007125	51144003	1
16100259	656113	1
25481013	44414570	1
7279683	28472873	1
33825304	2946495	1
29927300	21558751	1
32240113	22422173	2
49956797	35461633	2
672110	31066619	1
41391388	4649772	1
41137292	33575570	2
25898428	46913894	1
640275	47723781	1
21717522	43149285	1
51114439	20130196	5
5885514	3099406	2
4117945	51359149	1
13589104	47041330	1
51580658	44031311	5
8153135	22934240	2
43669428	10078112	1
33826261	17001211	4
8402755	36022600	1
21386410	12963193	2
35861256	9557261	1
18717219	13418958	2
47087538	11124148	1
41006347	37116319	1
1738981	31011098	2
43991273	30149404	1
42396644	17684100	1
19224141	29360908	1
2109082	21204089	1
28242417	7965926	5
1412403	20290071	1
25898428	8266896	1
936777	8014871	2
34108223	15316699	1
17203457	15545243	4
15418445	20510754	2
48377881	28100213	6
2484205	41678860	3
23784908	38344016	5
28808272	40603035	2
12024766	15330338	1
19702991	24855824	1
1038258	47288408	3
26335759	18124705	2
12587609	29003178	2
43849201	2433201	1
42165171	50817848	1
30891085	33121385	2
13020740	13437922	4
7969033	17901713	32
5076066	38231440	1
44712499	22415084	1
7965926	22905201	1
34184386	30993188	4
2981709	37712274	1
7497322	12392841	1
12100688	23254357	2
47019168	41631203	1
51001771	7594511	1
16441789	51565162	7
32347483	37320698	1
47502350	38620500	1
32101215	28681194	2
43094029	51565162	1
31213045	1647747	4
26907017	48809572	1
9206642	21391043	2
11691202	6124208	2
5377048	2240951	1
11146971	18939563	1
37772226	15217753	1
25609653	27237710	5
16549686	6650642	2
8009763	38029988	1
32530375	2523418	2
4124697	20435898	1
45583221	34404007	1
26299756	34661834	2
8009763	880295	1
11945569	27245175	4
7969033	9007748	6
22422173	33319155	4
6035940	24005100	1
34528888	5895280	1
5334670	5926274	3
32374994	11851067	2
36346470	2503699	1
2543951	27656927	1
43300037	45871055	1
41662739	24809956	6
6765518	7969033	3
22214336	10355435	4
45978433	18128212	2
6617612	46566821	9
41922415	2278217	2
22422173	21405397	2
24474403	21454349	1
13837462	9043131	1
45688573	25380980	6
35308157	29226350	6
5223845	26907017	2
3056605	41720858	1
23035333	2947288	3
15545700	13580399	1
44993617	16660939	2
22422173	12978987	1
35265681	45384564	1
48084433	26512237	1
34855476	38620500	1
36562865	41678860	1
36270419	17639889	2
11199437	37079901	1
6890926	15106180	1
3821621	45683632	1
3794595	17836452	1
46379510	27623022	1
43658252	1791959	4
17461947	29735277	2
51186351	25781368	1
14750093	23045667	1
50895936	20147594	1
18198977	37282017	1
12169030	40163845	1
36284329	15347172	1
1191122	34428502	13
31259881	11679120	9
16621910	41256366	1
36344891	7334854	1
1795539	37282017	1
37079901	44463583	2
14526602	39470280	1
21127960	43991273	1
16537206	38231440	1
7144300	24209661	1
598018	2721613	3
19521885	32853064	3
20201556	24635618	2
23965055	12387727	13
38645522	35199104	6
50502462	18912069	1
36044509	14896686	1
25225350	3410832	1
42552060	38769684	3
48843624	42270335	2
23895379	13128161	1
42562048	22414470	3
4822312	8458971	1
20889593	30714442	1
13112915	31692725	2
45384564	30864969	1
42212711	24150166	1
7965926	35872928	8
46864419	5295757	1
6124208	5881737	1
41720858	3056605	1
49766789	25897693	1
43230235	2012071	13
10435028	43042867	1
9040362	32064052	1
27201749	22856358	5
2398006	27810395	6
18133422	44015941	2
29965473	7594511	3
17614638	30499797	1
46224246	19167279	1
16960732	8955874	4
13112915	823759	15
28027050	38498768	1
38381859	33488423	1
13020740	16467484	4
19043362	11131349	1
36597913	35364950	3
39988957	8093571	5
6408313	15106180	2
10088945	51565162	1
3562239	3769293	1
27530617	2543775	2
45534835	25369911	1
25735692	31511784	9
14966817	34160633	4
979453	13171766	1
27631012	43933885	2
3588099	12892815	1
47160930	25735692	2
32844259	28190635	1
25706166	7847213	8
39634347	24809956	1
3057532	33440320	6
38967719	49432534	1
15438920	239659	1
37803051	38362368	4
34217531	24681715	1
16115922	19259583	1
27770935	46602081	1
7847213	19882354	3
14439510	44200133	1
41544338	12387727	2
17177285	27965621	1
28790787	31692691	1
37964706	18311464	1
17901713	7969033	32
2581730	16960732	15
45446586	20801535	1
6894524	39331732	4
47838292	39575593	2
46866762	19729073	1
16958389	25120013	3
442426	45764978	2
37351268	46174115	1
49023491	25812127	1
47974333	22977241	1
5768561	10231706	1
14559163	35413148	3
12100688	7847213	13
6759007	11608250	1
14181772	6568046	1
13794609	30034986	1
1803188	38967719	1
45315214	34769212	1
41847961	1274679	1
7553648	9704546	2
45386161	34164256	1
27020101	28523306	1
27790208	34404007	1
13712718	15638091	1
31817395	48758272	1
17614638	15980698	1
12387727	4998574	1
20318747	14577230	1
50071649	30638807	1
49917961	20742911	1
25735692	24742384	1
24994627	45386161	1
19154779	3961290	1
13500710	15375480	1
17212589	13658309	1
19093609	45953173	1
13296997	20147594	1
16418453	23594464	2
598018	35435225	1
29981293	47990995	1
20873106	21908506	2
5812474	4244412	1
12238123	13794609	1
35562772	14624114	1
33788660	11080732	1
3256340	22415084	1
30034986	33800547	2
31137348	17175279	1
37136281	3379967	1
24160311	38698512	10
35985668	20147594	4
22433248	21908506	9
19653511	21558751	4
2550488	48689947	1
22563311	9557261	1
30249658	20518284	2
19106696	18665402	4
24963625	29211362	2
22414470	18857164	1
38169183	15141762	1
45280554	9414199	1
34547581	27639999	1
10289203	35827574	2
24635618	50182069	1
26287660	8994958	1
13628661	9557261	1
21155495	42996937	1
38410013	25546605	1
23965055	3486228	1
25749302	12160960	1
49104421	41926166	1
15217753	10843591	1
39752626	21880294	1
30891131	31259881	1
29407993	51494054	1
29569366	12531120	1
13664094	39375274	1
14559163	1947872	1
23657186	9056633	1
49741993	39083963	1
27958002	13241595	3
43888921	7965926	1
1879092	9654078	1
7965926	27403179	2
9285570	1589375	2
5010167	11777513	1
19311742	23255674	1
1548730	12936926	2
48726014	46790804	3
42145123	35080632	1
29130759	41864666	1
41918777	44509491	1
46379510	32679134	3
7504402	7774184	3
33072551	51108091	2
40687804	22113888	1
13935331	3227806	1
35321203	14665542	1
5319057	30113638	1
43387731	14966817	1
13213005	38390427	1
39331732	6244694	2
7965926	14150949	6
20871954	38967470	1
23522193	32762861	5
11853342	42996937	1
20858955	4601789	1
1031331	24531375	3
22977241	28724308	3
4243727	47148733	1
27980307	11972142	1
18133422	24673906	1
50001380	7939396	1
44364887	3060053	1
20930313	46675841	2
4518146	28635641	1
6732714	31213045	1
18692874	24173126	2
489478	28866483	7
23896146	37675890	1
17684100	8660969	12
18234320	41201274	1
24051635	37649020	1
25868878	31555571	1
23590578	37079901	1
30480631	27962360	1
14941681	19041665	4
44214176	18693427	4
28048989	41518504	1
4582660	35475084	2
176533	10843591	1
47923964	27341417	2
28622814	32050303	1
50839549	1038258	23
6911773	33023652	4
43663594	44147876	4
17001211	1419060	1
2744727	2978731	1
13462795	12275073	1
8042154	28743575	3
38344016	21092247	5
16867259	17977947	1
33448536	32557711	1
4869901	30084098	1
15836872	22515150	1
8734607	28724308	1
48384427	24481672	2
28261181	8660969	3
36380231	39238969	1
26287660	39554902	1
16053763	13027159	5
34348001	10591688	1
11086452	18147653	1
47258735	9505054	1
40750316	12032419	1
27683948	34855476	4
7134753	31043749	3
18124705	44525350	2
4696607	50936542	1
23289778	46528489	4
46112365	35542630	1
36865061	8242180	1
31107459	31826353	1
23896146	19729073	1
15012662	7939396	1
18257024	351771	1
18758441	20435898	1
8758659	42295929	1
26004909	23351445	1
40998927	4867079	1
40940096	19082780	1
25378313	41798961	1
8239199	297772	1
18473715	33874066	2
34855476	47522362	1
28048989	12777231	1
13112915	30499797	1
18075357	33121385	9
8660969	28808272	8
14828331	9071613	1
1879092	42648074	1
31889688	46601892	1
28238709	17153622	1
13469816	41798961	2
27182684	1412403	1
44254131	875678	11
11060713	33156233	1
29275648	1425892	2
17572956	38344016	1
51565162	35203539	2
7565379	49931532	1
34428502	19984154	7
18133422	17032126	3
42646650	15219091	2
41242951	21880294	2
17001211	10784789	2
16625972	8924600	1
31028466	29204969	1
26126603	8627778	2
14559163	41849779	2
24456005	16040836	1
