to	from	weight
44509491	1487705	1
12238123	34210867	2
23841052	2353618	1
49956797	6371474	1
1317684	14154841	1
7584913	21009435	1
21265394	936777	3
5293463	33440320	1
14161668	31107459	2
23113416	47733317	5
23965055	16183065	5
25499637	13404745	2
38483614	12892815	2
31817395	36438329	13
142554	24179286	1
29363867	41141105	1
30011598	8740070	1
38689213	28217740	1
37937639	17316341	1
41948676	50396154	1
1109361	24809956	2
15019363	48243429	1
21258208	15568644	2
14986725	15915945	1
37599830	32364308	1
46497240	24000896	3
42753296	655036	1
43230235	45384564	5
33193635	13739782	2
13642134	7187464	1
48084433	1300341	1
46554663	24245763	1
15579874	9155250	1
29994070	15971006	1
35934788	30135751	1
36871640	18410258	3
8481075	28808272	1
31259881	23700854	1
5872264	37815762	1
37640037	33653689	2
26907017	37964706	3
29325235	33892282	6
26587299	20859835	7
33209750	15971006	7
3688513	1626609	1
42175476	19129800	1
3853680	43328035	1
31555571	13999338	1
32968295	17982977	1
5830607	37751247	3
30109452	17746616	1
5021107	45177272	1
18154519	40136242	1
45904050	36044509	1
47838292	18857164	1
19082780	41243762	1
805693	13241595	2
5010167	32530375	2
47257346	23590578	2
9410549	19228087	2
7969033	41041437	17
35861256	31259881	3
41892276	25402623	1
23459881	43230235	1
29927578	31553069	1
41897041	49804602	25
32733055	32159707	6
20812664	20187112	3
27700818	7594511	1
14893743	7690929	2
13675907	42031685	2
40602974	31963576	1
42613813	13658309	2
32890404	46068402	3
51330433	11844796	1
23409125	45284155	1
26744123	40525741	1
759402	14884926	2
5206860	37751247	1
40909582	4024836	1
2194777	2543951	1
39746881	12710817	1
5641040	1812604	1
13175254	18133422	3
27403179	35542805	5
29983366	49391538	1
8664867	28906479	1
41243762	15202432	1
43230235	47822872	3
41492139	50502462	1
34793670	29384501	3
35513980	20073700	1
41705467	16201151	1
7965926	17171489	10
7690929	15584369	2
21204089	9657725	1
27965621	35265681	2
32594078	16990584	2
42184779	44015689	1
6935658	48843624	2
8403152	3520350	1
6251603	41250281	2
35073232	26587299	1
14627814	30862594	1
34545353	38645663	1
3019514	35665306	1
11437613	47748745	3
17672473	23034905	2
6028136	42618781	1
7854486	18758441	3
4357757	28139938	1
4151183	38991156	3
22849223	34459087	5
50976908	28663263	2
7737616	655036	1
24283009	30192673	3
27020096	1721561	1
17465457	8863989	1
15915945	8768669	1
10384294	47422282	1
28016751	17578693	2
47288421	47834260	1
8950540	41041437	4
14750093	8395578	2
27418534	6835359	1
3410832	7545493	4
22070552	465282	1
28908315	23123204	2
43912302	42358206	1
43912302	23220451	4
50839549	23391131	1
24488041	40531502	1
30799750	41041437	1
37116319	28024847	1
33538769	4099723	1
31826353	15854113	3
21066460	8242180	1
24413908	6759007	2
51565162	14160118	1
38410012	8707163	1
4081205	23835298	1
45117063	44361204	1
16263678	17159213	5
2344894	47086696	1
43328035	33528496	2
9901326	27798503	1
40904901	39548131	1
7965926	10816493	4
9715176	21824006	1
5030146	26206522	1
51272842	18435383	1
20787860	50817848	2
51114439	13692131	1
36558592	32968295	4
43275958	50588735	2
40687804	20020136	3
30273838	31536734	1
9657750	7847672	1
28007960	38637516	1
44229438	34071924	1
6480486	30037555	1
2581730	18857164	1
27810395	19154779	17
42562048	36402020	3
34184386	13048179	5
34646023	30803403	1
26302935	12238123	1
42679002	43436464	1
41612095	16263678	11
936777	41653018	1
341008	9866771	1
49905565	41243762	2
32986714	47073500	1
16000469	6253208	1
37786086	20519001	1
18228225	30158317	1
13712718	26384092	3
43257643	33007010	1
45183111	47086696	1
36431284	47019168	1
4706670	11957006	1
8768669	35475084	2
12968230	39877495	2
1721561	3975446	1
18075357	41603618	6
23123204	8288085	4
51272842	14750093	1
21908506	44987260	1
14161668	38104363	1
41883317	31213045	2
9718816	13469816	1
26292898	31826353	1
40430459	1589375	1
30084098	11131349	2
41482667	30638807	1
29386498	27965621	3
18939563	47512302	1
4525418	12979208	1
16100258	43652652	1
26815905	13860197	1
43328035	28472873	2
30499797	4081205	1
15591687	11516994	2
38585294	32141806	1
42530077	7097612	1
14772367	19259583	2
22452263	40046964	1
29050668	42281205	1
26287660	969535	1
49023491	13394958	1
14772367	7965998	2
43013275	8803758	1
45002004	33483183	1
38275732	11897859	1
7559423	23965055	7
6765518	40940415	1
25079201	48682274	1
48689947	2174139	1
34415027	25307973	4
16998791	39514730	4
1285728	16527207	2
3474352	41404379	2
23533192	21009435	1
24575966	20894082	1
27628694	16046594	2
15219091	31675876	4
18298660	24188004	1
30773422	38462637	1
17452215	34186742	2
48190611	20147594	4
28208783	31965149	3
11060713	39586412	1
26907017	14966817	2
23837783	7690011	1
7553648	22115804	1
26907017	32419429	1
13794609	20745344	20
25420529	34688921	4
34672524	7918928	1
203305	33892282	4
41998800	45138878	5
37282017	4263795	2
38487792	598018	2
17614638	47519919	1
41243762	26410665	6
23942977	46986275	4
35057144	3809439	1
3039442	45717029	1
7965926	33759283	1
36276415	25309804	1
48843624	39666543	3
47257346	7215578	1
47087538	31887060	1
8627866	27301379	1
47746258	50514123	4
27341417	48121852	5
33788660	36789409	2
14150949	598018	1
30532233	6890926	1
3120266	20268039	1
40849160	36536702	2
4003951	45683632	1
30084098	51272842	1
34120778	7563499	1
16316739	7965926	7
34982892	33642640	5
18939563	19043362	1
40139160	28310583	2
34108223	5641040	4
13110830	36696923	3
42618781	26571391	1
24357338	39503295	1
33262379	38760275	2
42547210	2744727	11
32103857	38630350	1
42461035	11972142	2
8014871	4616597	1
31555571	23123204	1
27597294	36696923	11
50512876	18133422	3
22415084	3256340	1
31478892	33800547	1
25706166	2479649	1
51357795	20101626	4
42451512	43328035	4
36257105	32762861	3
26292898	4582660	3
561597	49804602	2
42761296	709049	1
27506359	27096605	1
4649772	4081205	7
25749302	16090786	1
18473715	11110297	1
44525674	23122383	1
7921298	7037694	2
29363867	28472873	1
14893743	44770300	11
13712718	39131385	2
26579391	36438329	1
28016751	4122379	5
17835781	47041330	9
34150446	25445042	1
32012267	44038085	1
35165232	51565162	4
33423635	44538135	2
20020136	8955894	2
14772367	22116636	1
13650011	29075388	1
32762861	2398006	6
14893743	7690011	3
33407094	22122362	3
34545353	38967731	4
39331732	22579473	1
25725142	33788660	1
45386161	24994627	1
13254869	14569286	1
23465562	8294253	3
33190175	20742911	1
24347006	41203518	1
30084098	38271576	3
19429068	16441688	1
14830375	33465457	2
8448018	27756947	1
34135057	33892282	1
20859835	23945305	1
35461633	49804602	1
43972767	9155250	1
25735692	38931555	3
28181413	8407634	1
41846478	17272520	3
25284555	22202382	1
40765068	18526488	1
8231987	33417088	1
14926442	31984723	1
32762861	35977900	1
6557623	20915160	1
23594489	17177285	1
37665885	6269584	1
36597913	44670791	1
12708355	21669680	2
45932065	1251056	3
8237590	50593488	1
47168118	30113617	8
44972071	11051174	1
30109504	40043456	1
15311510	13794609	2
48960683	17572956	1
29677153	40361357	1
778557	34101003	1
32496790	690950	1
10843593	43564204	1
34769212	7553648	1
20742911	37079901	1
35645378	6771414	1
38362368	19007125	1
24840418	28472873	1
19264570	51037610	1
4834536	33440320	1
35080568	142554	1
21723759	7087610	2
46946810	7097612	1
45717564	16259086	4
33825304	22107124	1
19002000	12392841	1
30819069	3656321	1
15867329	51580658	1
30076290	18075357	1
11283735	47955889	3
30891085	20016420	12
41662739	20147594	1
20801535	1763095	1
20507823	42179290	1
12892815	16677399	1
34170273	39331732	2
16467484	26503202	1
20802278	37136281	1
43204348	7636146	1
41672882	42582399	1
16418453	29360908	1
42876601	32600053	1
13469816	46542572	2
43639043	44565654	1
26287660	2563468	1
17105782	9125299	1
21630199	24795053	1
4615099	12870810	1
24957652	38967719	2
12151129	15428183	1
1404557	47058525	1
6229125	12387729	1
19068275	4371957	1
2240951	44755377	1
16020022	8620269	1
43247144	49701711	1
33662443	6592425	1
51580658	21558751	4
50200370	26554401	1
32064052	15971006	1
25455715	16029257	1
6835359	31225680	1
36233290	1936662	1
50340442	22371030	1
24220329	37559102	1
41492139	22443057	2
31484037	17707749	1
20742911	42178089	1
814018	10136288	4
4243727	47449214	1
34757221	20760547	2
43230235	33440320	2
23837783	14941681	3
50878614	37675890	1
46539562	37433131	1
34659942	3688327	2
33488423	9026626	1
5926221	37926425	1
28310583	46533712	1
35466409	13136630	1
4081205	21881074	11
5790895	2216192	5
20010870	8734607	1
14941681	18404624	2
16053763	15584369	3
20980083	32831686	7
14886050	27106067	2
6111285	17376842	1
14941681	5377048	1
39586344	50974017	1
7737616	45183111	1
39838345	47344893	1
8834992	11559366	1
23467890	49332887	5
8093571	29921296	4
21443728	12707763	1
20727742	8181378	1
3991771	12392841	1
22214336	1258636	1
15402964	41492139	1
36468832	42613813	1
22600291	24287456	1
10337606	12710986	3
14941681	18290323	1
33684696	29154843	1
5790895	17003148	1
42461035	45136635	1
30823371	7965926	7
351584	27279591	4
2496129	8734533	1
5641040	24742257	3
30084098	40972778	2
35165814	39159961	1
40891565	33114292	1
22820488	20924882	2
5421931	8845524	2
14120893	48503651	1
8709346	4690012	1
13256105	351584	1
3203708	32853064	1
45932065	16961837	2
21386533	13794609	1
40994916	23568907	10
21014689	31213045	2
33887100	32679134	1
18942317	40945893	1
50496063	7097612	1
23485335	17952058	2
41041437	28509281	3
48616122	19947816	1
6771414	27978691	22
48557353	9836925	3
2581730	38275732	1
37116319	7553648	2
15836872	31259881	5
8042154	35976162	2
28724308	1176303	1
34227371	26287660	1
17887928	36241705	1
43991273	43747263	3
36177630	7847672	1
51098540	11853342	1
36334564	18009407	1
45270167	41243762	2
36845712	13147364	1
18736492	24160311	2
39548131	42452854	1
28937724	19913008	1
15078057	37282017	1
31519216	8646924	2
34798182	8645676	4
40895831	21937425	1
14718711	969535	1
15858351	41941182	1
30773422	27120106	1
41063558	19226682	1
12392841	10361078	2
13194298	22779723	1
14893743	5967247	2
41828708	42124777	1
25309804	50271527	1
35265681	30289356	1
5819397	34071924	1
25725142	36789409	1
1031331	25517369	2
45978433	47955889	40
32104971	10843591	1
48131432	26574063	2
44257785	47580074	2
29211362	1897714	1
21558751	14966817	1
47512302	18939563	1
46566821	21245445	1
33416874	6124208	1
33262379	47082874	1
3987728	5084354	3
31181459	17746616	1
33196580	24015095	1
28622814	39131453	1
14779880	9557261	1
11327834	31374035	1
15022798	41798961	1
28588562	35199104	6
3410832	18046164	1
22188125	43383961	3
38184867	25214471	1
5967247	23837783	1
40636316	9155250	4
33440320	30973692	4
12463989	40538329	2
37080549	13982966	1
51566956	36003751	5
33488423	34757221	1
49735349	33367317	1
32103857	21399513	1
40972778	1791959	1
51325328	5885667	1
5314019	43520322	1
39835128	4425336	1
39059060	46216378	1
4602163	49957425	1
21197400	26587299	1
46563622	21817313	1
48689947	7847672	1
10843591	26626573	1
49086044	9037225	1
31963576	36033227	4
16510075	24809956	1
9174405	23344940	1
5390332	23060474	1
48015738	2029102	1
13658309	24809956	4
3693641	37907642	5
49023491	13006876	5
13794609	21153513	1
17212589	14966817	1
15698572	17272520	7
37751249	46360827	1
41141105	48697957	1
4622579	5084354	2
29211362	51123363	1
29965473	35102723	1
51238519	4001327	1
34471262	13675907	1
12188654	21737493	1
34477383	2491278	1
36230764	19311742	1
15428183	17032126	3
39909176	25609653	2
3474352	9026626	4
6398561	23254357	1
31817395	49391538	18
20106208	24002742	3
17465457	3693641	2
31107459	14161668	2
33114292	41404379	1
46539562	26292898	1
14893743	18404624	2
32035256	49023491	1
19619337	9033910	1
45235680	35482858	3
37926425	22254720	1
40203107	17952058	1
32287406	37774969	1
5641040	5010129	2
45683632	13273116	1
12744676	1076152	1
27305634	29075252	1
44509491	51073777	1
30084098	8180544	2
25931002	38318370	1
31946108	17203457	1
43816302	28301252	1
38169183	27284900	2
3456540	23965055	2
16930419	30864969	2
13982799	7969033	1
21368496	20760547	1
18507234	34855476	14
3751170	7504402	6
22688346	2938719	3
33575570	43447872	5
1739738	44174709	1
33827967	41297555	1
33188982	45345469	1
12605871	3987728	1
30960466	9712040	1
41041437	4877510	1
31914867	36537662	1
51314451	36437542	5
45057745	8648285	2
41934726	6796252	1
30993188	13048179	3
6527695	45204458	1
48351936	43230235	1
36346470	8042154	1
20110476	18184240	1
18790763	20240150	1
39807390	41041437	4
50496110	42416276	1
44770300	19041665	4
30868637	20356823	2
20854902	25879753	2
25627788	5319057	1
6694190	35265681	3
40329324	40994916	2
15971006	48598096	1
39238969	42454195	1
45717029	9901296	1
12978987	22422173	1
5895280	1928592	1
47978637	31017198	2
7553648	5641040	5
17177285	39080923	1
8951050	31675876	1
27182684	44037157	1
41061581	17421074	1
5252009	13112915	1
11327689	25483199	1
12075101	33012950	2
42037454	6220523	1
11679120	13136630	7
29386498	8356632	1
26685038	13621264	1
35276713	16998791	1
42426239	39088347	2
30109452	18758441	2
20156323	21338381	1
31029232	8042154	1
14884926	19106696	2
23502047	31259881	4
10365531	23254357	2
10121684	39807390	1
38736775	10471826	1
19723392	1191122	3
10325410	19793938	1
21908506	28509281	1
41571458	3056605	1
43230235	37610816	6
43384006	47319003	1
17578693	28016751	2
2621479	51507663	1
49875052	13540992	1
2797654	2496129	1
51037610	3057532	4
28074351	17132669	1
38645522	36290649	1
15219091	34294691	1
17177285	13048179	1
21258208	13063429	1
31675876	45386161	1
9836925	48557353	3
44143164	45989483	1
5206860	30803303	1
1038258	31889688	7
9880670	41326507	1
46479094	23699878	1
18184544	1647747	1
5437202	48682274	6
35265681	16765897	2
20194669	8341455	2
33449014	28721525	2
17971548	37079901	1
15405165	969535	1
5021107	8981096	1
34137051	38292769	2
38967731	34545353	4
32778083	42215003	1
38196634	12679787	2
14878665	4649772	8
966005	18004240	1
10435028	26136393	3
13675907	16800969	2
31817395	41411499	1
9354604	26549872	1
31213045	22415084	1
11167442	28234947	4
32879140	239659	1
2344894	45183111	1
25369911	745911	1
49826221	26842211	1
48843624	36510618	1
10036948	32755901	5
32486819	2174139	1
1317684	42145248	1
41588179	22415084	1
44993617	27374049	3
20859835	33072551	2
3534598	25735692	1
16660939	22130966	1
1803188	5641040	1
13469816	38498768	2
4263795	38390193	1
28963155	1589375	1
47225863	23590578	1
3275107	12328295	2
3057532	49910917	1
6650642	9600412	1
18275985	25898428	1
50845162	26477316	1
41041459	10136288	1
47413404	6194746	1
25483199	38410012	1
32453200	6873448	1
24284991	17477817	2
47566152	33916285	1
14514537	37320698	2
25868309	11437613	5
6568046	5760029	3
18836939	29363867	1
29778489	23467890	1
20073700	33826261	4
36558592	18193745	3
18790763	25307973	3
156976	4649772	1
27341417	43204348	2
31553069	29927578	1
31632585	14941681	3
28105102	38231440	1
12948963	18133422	2
6124208	43675614	8
2543951	26042141	1
23123204	21245445	1
41141105	4143208	5
680785	7087610	2
8111335	31425056	1
22757535	27471956	1
48078179	42393837	1
18649386	2324021	1
28562517	8707163	2
39807390	7969033	2
28437532	16930419	1
19228087	19957521	1
39954963	45795168	1
42587657	32352758	1
19391288	6371474	3
4602175	32322251	1
10454865	4708143	1
31817395	19421471	2
36030110	23976033	2
41612095	40349110	2
48843624	38390193	8
32103857	23895379	1
2744727	47087538	1
8955874	2581730	11
20147594	6835359	4
30113617	4822312	1
22977241	33759324	2
44200133	22849223	7
45515517	45270167	2
17159213	38620500	1
38380360	2328100	1
29813096	3924290	1
36717946	16183065	4
20073700	31986251	2
6650642	11171148	1
39131385	23606719	1
29663785	18912812	1
25735692	16467484	1
32496790	19931735	1
23929132	3191618	1
15845671	30225958	2
6076734	28648829	6
41289241	36377411	1
21705867	30430056	1
3016818	28278935	2
1802147	37116319	1
20859835	4124697	1
18740686	42325238	3
3619341	49679014	1
17159213	44031311	5
13112915	19901147	2
16040836	3994091	1
13296997	15159571	1
50396154	35265681	5
17747542	19332679	2
17836452	18853078	1
30842442	49910917	5
41563384	1094289	1
21964500	8437702	1
39048980	7956610	1
7965926	9051468	1
9941396	22340698	1
18740686	13794609	1
38184867	16930419	1
28007960	35475084	6
22807793	43149285	1
7553648	41342298	1
31887060	42562048	1
16936753	27182684	3
2324021	18649386	1
21247104	21712339	1
40884171	49884869	1
42233430	18790763	1
23335050	41041437	1
32837935	31569842	4
7594511	19129258	1
15239845	23693284	1
49432534	1804672	1
33108070	18284931	1
30146078	31259881	2
4601789	45392814	6
1618441	16105317	6
19664225	14627814	6
22977241	40847747	1
42552060	19109311	1
50814923	13083114	1
17452215	23485335	1
9043130	29568025	1
7546487	26834224	1
3057532	28007964	1
36503773	35395756	1
37527708	20915824	1
41350150	14873753	1
35665306	7442029	1
46946810	16115052	1
34769212	40490798	1
22243540	37298966	2
51272842	11516994	1
20123127	41678860	1
21153162	4081205	1
43992095	32970735	1
50936542	4696607	1
13794609	21154956	1
43581697	10365531	1
47087538	32733055	1
34150446	5026398	1
12942755	30611292	4
16657959	44650408	1
26985784	31955763	3
32284454	8740070	2
10036948	26690236	7
28700988	15347172	2
36712921	14705520	1
46602081	20915160	1
30819069	13407079	1
13794609	9067143	3
24531375	45250626	3
15642184	19001380	1
23568907	5272568	1
45284816	17461947	13
44686806	10358901	1
29917928	8296843	1
4649772	14181772	1
41891244	31375060	2
7553648	30044932	1
19275612	42766475	1
43230235	19253992	1
33661248	27684490	1
22146532	43905518	5
8721786	11196078	3
1425944	42393837	2
34534349	40783716	1
36597812	15759647	3
1074111	12744676	1
21880294	26614072	1
20873106	33892282	1
38020822	43384006	1
7285537	14348315	1
9619945	11945569	1
33800547	16980395	1
16020022	22963313	1
33575570	44056430	1
1668513	8068591	2
5498615	36696923	1
13999338	38344016	1
9457532	14434655	1
28562517	38416659	1
27201749	11567456	1
30141371	1841064	1
38881784	34646023	1
23626780	29927578	1
22076760	15644769	8
5873159	40039147	1
38344016	17468718	1
8356001	29346428	1
23123204	8830438	20
