Source;Target;Weight
42103349;9809510;1
45866178;9809510;1
48697957;9809510;1
8014871;10038459;3
23121689;10038459;1
41462525;10038459;1
43848023;10038459;1
45300596;10038459;1
779196;10095812;1
21558751;10095812;1
44972071;10095812;1
814018;10136288;2
3751170;10136288;1
5534462;10136288;3
40132305;10136288;1
41041437;10136288;3
51286000;10136288;1
14884926;10137301;4
15642184;10137301;5
38362368;10137301;2
9657725;10170758;1
30225958;10170758;1
33440320;10170758;1
17681436;10173117;1
18883289;10204755;1
34170273;10204755;1
48084433;10204755;1
3809439;10230824;1
14750093;10230824;4
35057144;10230824;1
43867070;10230824;1
12392841;10361078;1
6194746;10365531;1
8014871;10365531;1
12100688;10365531;1
19311742;10365531;1
23254357;10365531;1
36230764;10365531;1
43581697;10365531;1
47814375;10365531;1
1600218;10471826;2
15759747;10471826;1
17452215;10471826;5
33326481;10471826;3
35461633;10471826;1
38736775;10471826;1
13004190;10590869;2
22371030;10590869;2
26587299;10590869;2
30980088;10590869;1
41571458;10590869;1
8014871;10591688;1
12100688;10591688;1
34348001;10591688;1
43353706;10591688;1
23465562;10631401;1
27341417;10631401;1
87304;10843591;1
5431000;10843591;1
6307652;10843591;1
7847213;10843591;2
9574144;10843591;1
9657725;10843591;6
11461291;10843591;3
11840652;10843591;1
12100688;10843591;1
12498238;10843591;4
12605870;10843591;1
15217753;10843591;1
15405165;10843591;1
16182999;10843591;1
19307792;10843591;2
21694735;10843591;1
21700594;10843591;1
22856358;10843591;1
26626573;10843591;1
26907065;10843591;1
27201749;10843591;2
32104971;10843591;1
34464951;10843591;1
37273577;10843591;3
38019649;10843591;4
39453798;10843591;2
42552063;10843591;1
44414570;10843591;1
46268944;10843591;2
48407701;10843591;1
48932102;10843591;1
969535;10843593;1
13100230;10843593;1
43564204;10843593;1
1964069;10957621;1
48819557;10980695;1
17565529;10988421;3
8312560;11056427;1
38231440;11056427;1
16918264;11078826;1
23522193;11078826;1
31466272;11078826;1
40783664;11078826;1
1434983;11110297;1
17861922;11110297;1
18473715;11110297;1
28903312;11110297;3
29554109;11110297;1
31692725;11110297;4
35325665;11110297;2
39380681;11110297;1
48757934;11110297;1
50496110;11110297;1
51272842;11110297;1
749127;11146971;1
1023857;11146971;1
18939563;11146971;1
15563742;11196078;1
41906787;11196078;1
27341417;11222493;2
37607456;11222493;2
9657725;11461291;2
10843591;11461291;3
16182999;11461291;1
21694735;11461291;1
21700594;11461291;1
37273577;11461291;2
38019649;11461291;3
42552063;11461291;1
48932102;11461291;1
598018;11487785;1
9557261;11487785;1
19517070;11487785;1
42452854;11487785;1
4778297;11497323;4
11958649;11497323;1
17223604;11497323;2
18892175;11497323;1
27341417;11497323;16
31206330;11497323;1
37773920;11497323;4
47347399;11497323;1
48121852;11497323;5
1791959;11516994;3
3039442;11516994;1
12860515;11516994;1
13723858;11516994;1
22195484;11516994;2
25794676;11516994;2
30084098;11516994;3
31181459;11516994;1
33072551;11516994;1
44522359;11516994;2
48811338;11516994;1
50502462;11516994;1
8924600;11525444;2
24099713;11525444;2
9574144;11567456;1
22856358;11567456;1
27201749;11567456;1
44157686;11646672;2
31040298;11657548;1
42761296;11657548;1
7847213;11840652;1
9657725;11840652;1
10843591;11840652;1
19307792;11840652;1
39453798;11840652;1
46268944;11840652;1
19098157;11887013;1
43328035;11887013;1
3740076;11958649;1
4778297;11958649;1
6647301;11958649;1
11497323;11958649;1
27341417;11958649;2
37607456;11958649;2
44990825;11958649;1
50878575;11958649;1
51499432;11958649;1
34646023;11969916;1
41041437;11969916;1
19178325;11972142;1
19195734;11972142;5
27980307;11972142;1
44970306;11972142;1
47041330;11972142;1
1478446;12093333;5
1867853;12093333;1
2263878;12093333;1
3099406;12093333;7
7134753;12093333;1
12942755;12093333;1
15615771;12093333;1
17003946;12093333;2
17052533;12093333;1
19307225;12093333;1
19620098;12093333;2
20356823;12093333;4
20720471;12093333;2
21317769;12093333;1
24062002;12093333;1
25632025;12093333;3
26371071;12093333;1
30198941;12093333;4
30611292;12093333;13
32594078;12093333;1
35461633;12093333;1
36399344;12093333;1
37447810;12093333;2
37694882;12093333;1
39141747;12093333;1
40994916;12093333;5
42761296;12093333;1
45336842;12093333;1
48429558;12093333;1
1010450;12100688;6
2479649;12100688;1
6194746;12100688;1
7598474;12100688;8
7847213;12100688;13
8014871;12100688;3
10365531;12100688;1
10591688;12100688;1
10843591;12100688;1
12605870;12100688;1
14485170;12100688;1
15646529;12100688;1
19122405;12100688;1
19311742;12100688;1
19882354;12100688;6
20915160;12100688;2
23254357;12100688;1
25706166;12100688;17
26098778;12100688;4
