Source;Target;Weight
49908183;3425617;3
12729186;3477067;2
14919889;3477067;4
24891069;3477067;1
37433992;3477067;2
40746927;3477067;2
41473313;3477067;1
47853169;3477067;3
333740;3590071;1
353348;3590071;1
817795;3590071;2
1720234;3590071;1
3904602;3590071;4
3991770;3590071;2
4743381;3590071;1
5278796;3590071;12
7814328;3590071;1
8106965;3590071;1
8686792;3590071;1
9724845;3590071;4
10152598;3590071;1
10173125;3590071;1
13571018;3590071;1
17115721;3590071;1
19730220;3590071;1
20130485;3590071;1
22073776;3590071;1
23365939;3590071;1
26315029;3590071;4
26625669;3590071;1
27116796;3590071;2
30511487;3590071;1
34499508;3590071;5
35538177;3590071;1
36871407;3590071;4
37036865;3590071;1
41444151;3590071;1
42757577;3590071;1
47207948;3590071;17
47727194;3590071;5
49749861;3590071;1
45969280;3597306;1
41011261;3618040;1
4583474;3731570;1
5304845;3731570;1
12438964;3731570;1
24702457;3731570;1
49523218;3731570;1
19681603;3741227;1
21885093;3741227;1
36055781;3741227;1
45889367;3741227;1
4583474;3773778;1
8242359;3773778;1
26647204;3773778;1
27923347;3773778;1
28576397;3773778;1
34274183;3773778;1
34412148;3773778;2
37133521;3773778;3
40151615;3773778;5
44120171;3773778;1
45840200;3773778;1
45879172;3773778;2
45937505;3773778;1
49303437;3773778;1
50456911;3773778;1
34976263;3787184;2
35013997;3787184;2
21069921;3809997;1
23558649;3809997;1
35581903;3809997;3
40653858;3809997;1
45970047;3809997;3
40905336;3879866;1
17307125;3904287;3
35671468;3904287;9
817795;3904602;1
1720234;3904602;1
3590071;3904602;4
5278796;3904602;1
6664607;3904602;1
9724845;3904602;3
18224159;3904602;1
34499508;3904602;1
35671468;3904602;4
39010878;3904602;4
43941792;3904602;2
47207948;3904602;9
46252818;3908772;1
1187544;3945090;1
23379402;3945090;1
35532806;3945090;1
41735287;3945090;1
3590071;3991770;2
5278796;3991770;5
19244056;3991770;1
20325679;3991770;1
27116796;3991770;1
42757577;3991770;1
47207948;3991770;6
35581903;4028604;1
12050142;4205038;1
46563529;4205038;1
49658465;4205038;1
12305327;4207426;2
24702457;4207426;2
27084307;4207426;2
36411658;4207426;1
37459221;4207426;2
49523218;4207426;2
29288949;4261022;1
29293200;4261022;2
31829795;4261022;2
40046535;4261022;2
32584199;4289159;1
4611476;4443910;2
47557740;4443910;1
12812538;4532358;2
10249146;4582259;1
15745462;4582259;1
45772536;4582259;1
440164;4583474;1
1643072;4583474;9
3425617;4583474;1
3731570;4583474;1
3773778;4583474;1
4696200;4583474;1
5304845;4583474;1
5642891;4583474;1
6481973;4583474;1
8161746;4583474;1
8242359;4583474;3
10460030;4583474;1
11786388;4583474;1
12305327;4583474;1
12438964;4583474;1
14104070;4583474;4
14137365;4583474;1
14984110;4583474;3
15619368;4583474;2
15957052;4583474;1
17115721;4583474;5
18195433;4583474;3
19736522;4583474;1
19926296;4583474;1
21192192;4583474;4
22954903;4583474;3
24702457;4583474;2
25640052;4583474;2
26913849;4583474;2
27033442;4583474;1
27923347;4583474;11
28148757;4583474;3
28910060;4583474;3
32387869;4583474;1
33069430;4583474;1
33300080;4583474;1
33409048;4583474;1
33532498;4583474;7
34120426;4583474;4
34642601;4583474;2
35535441;4583474;1
36411658;4583474;2
37459221;4583474;1
37678254;4583474;1
40151615;4583474;4
40649659;4583474;1
41906322;4583474;3
42687407;4583474;1
43223631;4583474;3
45017035;4583474;1
45459758;4583474;6
45757088;4583474;7
45840200;4583474;11
47207948;4583474;1
48806218;4583474;3
49303437;4583474;2
49523218;4583474;8
49908183;4583474;1
50456911;4583474;5
34800095;4586096;1
3278842;4611476;1
4443910;4611476;2
6261907;4611476;1
9784161;4611476;1
17619780;4611476;1
20381744;4611476;1
26684961;4611476;2
29257923;4611476;1
30480608;4611476;1
32465206;4611476;1
44320176;4611476;3
47557740;4611476;2
4583474;4696200;1
8161746;4696200;1
12016614;4696200;1
12438964;4696200;1
24702457;4696200;1
25640052;4696200;1
26913849;4696200;1
33145652;4696200;1
38769181;4696200;1
49523218;4696200;1
22832128;4741069;1
3590071;4743381;1
5278796;4743381;13
8106965;4743381;13
8686792;4743381;13
9724845;4743381;13
35538177;4743381;12
36871407;4743381;13
15619368;4758054;1
16074261;4758054;1
22517889;4758054;1
28148757;4840377;1
15319565;4892531;1
20100013;4949638;1
11827143;5142685;9
12276413;5142685;1
16263575;5142685;1
16277903;5142685;2
18853759;5142685;1
27633050;5142685;1
33996755;5142685;1
34010095;5142685;1
34021957;5142685;1
41811651;5142685;4
46569455;5142685;3
696942;5146490;1
2459397;5146490;1
16173787;5146490;1
24174383;5146490;1
37085691;5146490;1
41034027;5146490;1
44868755;5146490;1
48407457;5146490;1
37518071;5161892;1
11827143;5210814;1
14005081;5210814;1
26631063;5210814;1
32679979;5210814;1
48924623;5210814;1
532460;5278796;1
817795;5278796;5
1720234;5278796;2
2527519;5278796;1
2912495;5278796;6
3590071;5278796;12
3904602;5278796;1
3991770;5278796;5
4743381;5278796;13
7093072;5278796;2
7738957;5278796;6
7814328;5278796;2
8106965;5278796;13
8686792;5278796;14
8945594;5278796;5
9434070;5278796;4
9724845;5278796;14
10152598;5278796;1
10321571;5278796;1
10323199;5278796;1
10606738;5278796;6
13571018;5278796;23
14592529;5278796;1
14690707;5278796;4
16679427;5278796;1
17115721;5278796;1
17296857;5278796;2
17491209;5278796;4
18224159;5278796;3
19730220;5278796;3
20130485;5278796;3
20325679;5278796;5
21223131;5278796;2
22901699;5278796;1
22927793;5278796;1
23365939;5278796;4
26315029;5278796;4
26625669;5278796;1
27116796;5278796;6
28449422;5278796;1
28645103;5278796;2
30511487;5278796;1
32606774;5278796;3
34282751;5278796;1
34499508;5278796;26
35538177;5278796;12
35671468;5278796;1
36871407;5278796;29
37036865;5278796;2
40151615;5278796;2
41444151;5278796;2
41823570;5278796;1
41902718;5278796;1
42757577;5278796;9
44022264;5278796;2
44962178;5278796;1
47207948;5278796;95
47727194;5278796;5
48024164;5278796;4
48080222;5278796;1
49749861;5278796;3
51582860;5278796;2
2698035;5304845;1
3731570;5304845;1
4583474;5304845;1
12438964;5304845;1
24702457;5304845;1
27159599;5304845;1
28246132;5304845;1
49523218;5304845;1
18853759;5421093;1
27633050;5421093;2
3242994;5421973;1
4583474;5642891;1
14984110;5642891;1
15619368;5642891;1
18195433;5642891;1
11827143;5818336;1
15399663;5818336;1
841770;5860847;1
